Nome: IMPERATRIZ
Codigo Estacao: 82564
Latitude: -5.53638888
Longitude: -47.47888888
Altitude: 126.33
Situacao: Operante
Data Inicial: 1991-01-01
Data Final: 2020-12-31
Periodicidade da Medicao: Diaria

Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
2008-03-02;2,1;3,8;54;30,4;25;22;83,5;72;1,5;
2008-03-03;1,7;9,3;3,1;33,1;27,4;21,9;75,3;63;,4;
2008-03-04;3,3;8,9;0;34,1;27,8;22,9;73;54;,7;
2008-03-05;3,7;10;21;34,3;27,3;22,3;79,5;69;0;
2008-03-06;3,4;7,2;,4;33,3;26,4;23,3;83,3;64;1,6;
2008-03-07;2,7;4,5;,6;31,3;25,4;22,1;91,3;87;,3;
2008-03-08;2;8,8;15,2;32,1;25,7;22,7;83,8;66;,5;
2008-03-09;2,4;7,1;39,6;32,6;27,1;22,5;77;64;1,6;
2008-03-10;3;7,3;3,4;33,9;26,2;22,2;82;55;1;
2008-03-11;2,1;8,7;5,9;33,7;27,6;22,7;78,3;65;,9;
2008-03-12;3,5;,9;6,7;28,5;25,3;22,9;88;77;1,3;
2008-03-13;2,2;2,6;,4;30,8;25,9;22,9;92,3;88;,3;
2008-03-14;,7;6,5;2,6;32,4;26,5;21,8;78,5;61;1,4;
2008-03-15;2,7;5,5;13;31,9;25,7;21,8;80;60;1,3;
2008-03-16;2,2;4,3;23,6;30,9;25,1;22,3;87,5;74;1,3;
2008-03-17;1,6;4,6;,4;31,2;25,3;22,3;88;77;1,4;
2008-03-18;1,8;4,5;,6;30,7;25,8;23,1;83;65;,8;
2008-03-19;2;7,8;23,1;32,5;26,3;22,3;79,3;59;2,4;
2008-03-20;2,5;5,4;6,7;33,2;25,8;22,2;83,8;56;1,1;
2008-03-21;2,3;1,6;,8;30,2;25,3;22,9;89;77;0;
2008-03-22;1,3;1,4;15,4;29,8;25,6;23,1;89;74;,5;
2008-03-23;1,1;5,1;23,6;32,5;25,6;22,3;84,3;58;1,1;
2008-03-24;2,6;5,2;70,8;31,7;26,7;22,5;81,3;67;,4;
2008-03-25;1,9;0;8,8;32,5;26,3;22,1;84,3;67;,4;
2008-03-26;2,5;1,9;45,6;30,8;25,3;22,3;88,3;70;,3;
2008-03-27;1,1;5,2;,8;33;26,7;22,9;79,3;58;,4;
2008-03-28;3;,8;89;27,7;24,5;22,3;92,5;81;,8;
2008-03-29;1;1,5;1,8;32,4;26,6;22;78,5;64;1,3;
2008-03-30;2,4;0;2,5;32,6;26,4;23;86,3;65;,4;
2008-03-31;1,5;4,4;81,6;32,7;26,6;22,5;84;65;,9;
2008-04-01;2;0;69,5;27,2;24,2;21,9;90,3;84;1,1;
2008-04-02;1;6,2;5,5;32,1;26,8;21,9;78,5;62;,9;
2008-04-03;3,1;1,8;0;31,6;25,3;22,5;86,5;74;1,4;
2008-04-04;1,5;2;16,9;31,2;26,2;22,3;86,3;73;1,1;
2008-04-05;1,6;2,8;0;31,4;27,1;23,5;78,5;68;1,6;
2008-04-06;2,4;2,1;,3;29,8;25,8;22,5;84,3;76;1,6;
2008-04-07;2;4,7;0;32,1;26,7;22,9;84,8;73;0;
2008-04-08;2;4,6;53,3;31,4;25,8;21,9;88,5;79;,5;
2008-04-09;1,7;6,6;2,6;32,6;26,9;23,3;82,8;65;,9;
2008-04-10;2,7;7,2;,4;32,5;27,1;22,7;84,8;74;,4;
2008-04-11;2,3;9,9;1,7;34,3;28,3;23,1;69;50;2,1;
2008-04-12;4,7;6,4;0;33,1;27,6;23,6;76,8;58;,4;
2008-04-13;3,2;4,4;3,9;32,6;26,2;22,8;80,3;58;,9;
2008-04-14;2,8;4,4;9,7;32,5;26,3;22,7;91,5;87;,3;
2008-04-15;1;4,5;25;32,2;26,5;22,9;81,3;62;2,1;
2008-04-16;2,3;4,3;4,4;32,5;26,2;22,7;84,3;60;1;
2008-04-17;2;5,8;0;33,2;26,3;22,7;86,5;67;,4;
2008-04-18;1,9;7,8;20,2;33,5;27,7;23,5;74,5;55;1,3;
2008-04-19;3,3;8,7;0;34,2;27,6;23,1;75,5;52;0;
2008-04-20;3,2;9,2;,2;33,1;28,3;23,5;73,5;60;1,1;
2008-04-21;3,6;9,9;0;33,8;28,5;23,5;72,3;58;1,4;
2008-04-22;3,8;8,3;0;33,7;27,9;24,3;77,8;61;1,4;
2008-04-23;3,3;7;23,4;33,9;27,7;23,1;81;62;1;
2008-04-24;3,3;5,6;7,8;32,5;26,1;22,8;85,8;65;,8;
2008-04-25;2,5;5,7;37;32,4;27,1;23,3;83,8;69;1,5;
2008-04-26;2;6;0;33,3;27,4;24,5;83,5;63;,5;
2008-04-27;2,9;7,6;0;33,8;28,4;24,5;77,3;63;,9;
2008-04-28;2,9;8,1;1,8;34,7;29;24,3;71,5;53;1,5;
2008-04-29;3,1;8,1;0;33,7;28;25,4;78,3;64;1;
2008-04-30;3;2,1;,2;31,3;26,3;24,4;87;81;1,1;
2008-05-01;,8;3,4;5,4;32,3;26,5;22,9;85;77;,9;
2008-05-02;2,2;4,4;2,9;31,4;26,6;23,5;88,5;83;,9;
2008-05-03;1,7;,5;8,3;30,3;26,2;24,3;87,8;71;,7;
2008-05-04;1,1;1,7;22,6;29,5;26;23,7;91;88;,4;
2008-05-05;1,3;,1;11;29,3;26,1;23,5;87,3;77;,4;
2008-05-06;1,7;9,6;0;33,5;28,3;23,6;75,8;62;,4;
2008-05-07;3,2;8,4;0;34,3;27,9;23,5;75,5;58;0;
2008-05-08;3;4,9;0;31,9;27,1;23,7;81,5;71;,8;
2008-05-09;2,3;1;28,8;28,8;24,5;22,8;89,3;79;,9;
2008-05-10;1;2,7;67;29,2;24,9;21,9;90,8;84;,3;
2008-05-11;1,2;3,7;3,6;31,6;26,3;23,7;85,5;65;1,4;
2008-05-12;1,8;4,8;0;32,1;26,8;23,7;78,8;62;,8;
2008-05-13;2,7;10,1;0;33,1;27,7;22,9;70,3;53;,7;
2008-05-14;5;9,6;0;33,7;27,7;22,5;68,5;52;1,6;
2008-05-15;4,8;8,2;0;34,7;30,5;22,7;51,5;47;1,6;
2008-05-16;5,3;9,9;0;35,1;28,9;23,5;70,8;46;1;
2008-05-17;4,8;8,8;0;34,3;28,7;23,3;67,3;49;1,1;
2008-05-18;5,2;9,2;0;34,3;28,6;24,1;69,3;51;1,1;
2008-05-19;5,8;8,4;0;33,4;28,2;23,9;72,8;56;1,1;
2008-05-20;4,6;9,1;0;34,6;28,3;22,9;73,8;57;1,1;
2008-05-21;4,5;7,5;0;34,3;28,4;23,3;69,5;51;1,1;
2008-05-22;5;9,3;0;34,3;28,3;23,5;70,3;51;,3;
2008-05-23;4,1;5,5;3,8;33,3;28,6;23,7;73,5;58;1;
2008-05-24;3,3;4,6;1,1;34,3;26,8;24,3;83,5;64;,8;
2008-05-25;2;6,3;24,8;32,7;26,9;22,9;77,3;54;,8;
2008-05-26;3,2;7,7;,4;32,7;27,6;23,3;78,5;69;,5;
2008-05-27;2,6;5,6;0;34,5;27,3;22,5;76,8;67;1;
2008-05-28;3;6,4;0;32,5;27,7;22,9;74,3;58;,8;
2008-05-29;3,5;9,8;0;33,3;27,7;22,7;70,5;55;,4;
2008-05-30;5,4;9,8;0;33,9;27,6;21,3;69,8;58;,8;
2008-05-31;4,8;9,3;0;35,1;29;23,9;66,5;46;1,1;
2008-06-01;5,1;9,6;0;33,8;28,2;22,9;65,8;56;,8;
2008-06-02;5;6,9;0;33,1;27,3;23,2;72,8;55;,2;
2008-06-03;4;8;0;32,7;26,3;20,8;72;52;,4;
2008-06-04;4,6;5,5;0;34,1;27,1;21,9;71,3;54;,7;
2008-06-05;4,4;9,5;0;33,6;27,7;21,5;66,8;56;,8;
2008-06-06;5,4;10;0;35,1;28,2;21,7;67,3;54;,8;
2008-06-07;5,6;8,5;0;34,7;28;22,5;69,8;55;1,2;
2008-06-08;2,6;9,5;0;34,3;27,3;21,5;69,5;48;,5;
2008-06-09;5,6;7,6;0;34,1;27,5;20,8;66,3;51;1,1;
2008-06-10;5,3;2;0;32,5;27,9;23,5;68,3;57;,2;
2008-06-11;4,7;8,6;0;34,7;28,7;22,5;65,3;54;1;
2008-06-12;5,5;9;0;35,1;28,9;23,3;69,8;56;,7;
2008-06-13;4,8;6,6;0;34,3;28;23,1;70,5;52;,6;
2008-06-14;4,3;7;0;34,7;28,1;23,3;73,8;53;1;
2008-06-15;4,7;9,4;0;34,5;28,3;22,7;65;52;,7;
2008-06-16;5,7;9,2;0;36,1;29,5;22,7;60;43;,7;
2008-06-17;6,2;8,1;0;34,7;29;24,3;71;56;,6;
2008-06-18;4;7,8;,2;34,9;29,3;25,5;67,3;52;,5;
2008-06-19;5,6;9,3;0;34,2;27,3;21,3;62,3;44;,5;
2008-06-20;6,5;10;0;35,3;27,7;20,8;67;40;1;
2008-06-21;6,9;10;0;35,7;28,2;20,8;61,5;45;,8;
2008-06-22;null;9,9;0;35,1;27,7;20,6;63,8;47;,5;
2008-06-23;5,6;9,9;0;34,7;27;20,1;60,8;44;,5;
2008-06-24;6,2;9,5;0;35,3;28,1;20,6;64,5;48;,4;
2008-06-25;5,7;9,5;0;35;28,6;22,5;61,8;47;,4;
2008-06-26;6,1;9,6;0;34,5;28;20,9;62,3;42;1,3;
2008-06-27;6,6;9,3;0;34,7;27,8;20,2;60,3;44;1,1;
2008-06-28;6,6;9,9;0;34,9;27,6;20,2;61,8;43;,3;
2008-06-29;6,7;9,8;0;34,9;28;20,6;56,5;42;,5;
2008-06-30;6,8;9,6;0;34,7;27,6;20,2;61;47;1;
2008-07-01;6,2;10;0;35,1;27,4;20,2;60,8;39;1;
2008-07-02;6,6;8,5;0;34,1;28,1;21,7;60;46;2,2;
2008-07-03;6,1;9,3;0;34,6;28,2;22,7;55,8;40;,7;
2008-07-04;6,6;9,9;0;34,4;27,1;19,9;64;43;,8;
2008-07-05;6,6;9,9;0;35,2;28,2;21,3;75,5;32;1,2;
2008-07-06;4,8;10;0;35,1;28,1;19,5;64,8;44;2,1;
2008-07-07;7;9,9;0;34,2;28;21,3;57,5;43;1,9;
2008-07-08;7,2;8,9;0;34,1;27,9;21;59;45;,9;
2008-07-09;7,2;10,2;0;34,7;28,4;21,5;52,5;39;1,9;
2008-07-10;4,6;9,7;0;34,3;26,6;20;57,3;32;1,3;
2008-07-11;2,7;10,3;0;35,1;26,7;18,8;56,8;33;1,1;
2008-07-12;7,7;10,2;0;35,1;27,9;20,2;54,3;34;,8;
2008-07-13;7,3;10,1;0;35,1;27,9;20,4;55,5;39;,6;
2008-07-14;7,2;10,1;0;35,1;27,2;20,2;52,8;34;,9;
2008-07-15;7,6;9,9;0;34,6;26,6;18,4;54,3;33;1,6;
2008-07-16;7,6;9,8;0;34,7;27,1;19,3;54,8;34;2,3;
2008-07-17;6,9;9,4;0;34,4;27,7;20,4;54,5;38;2,2;
2008-07-18;7,4;6,1;0;35,4;28,4;23,6;59,8;41;1,8;
